race,gender,body_size,age_range,with_kids,kids_category,basket_size,basket_colour,attire,shirt_colour,shirt_type,pants_colour,pants_type,wash_item,washer_no,dryer_no,spectacles,timespent_minutes,buydrinks,totalspent_rm,latitude,longitude,num_of_baskets,location,amenity,road,quarter,town,city,state,iso3166-2-lvl4,postcode,neighbourhood,hamlet,residential,suburb,leisure,tourism,office,aeroway,building,industrial,highway,house_number,man_made,district,historic,landuse,shop,city_district,commercial,railway,craft,locality,retail,village,place,club,military,Super Dryclean Sdn Bhd,Jag Nasmech Sdn Bhd,Zack Laundry,Dobi Auto Sdn Bhd,Dobi Pro Enterprise,Laundry Bar (Pantai Hillpark) - 24 Hours,year,month,day,hour,minute,second
3,2,3,38.0,2,2,0,10,0,4,2,0,0,1,3,7,0,12.0,1.0,7.0,2.916170107,101.650825,1.0,135,5,1395,10,2,6,1,0,63000.0,208,26,130,75,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,10,21,14,30,7
3,0,1,48.0,2,4,0,1,2,3,0,11,0,1,5,9,2,35.0,1.0,13.0,2.933630644,101.7161121,1.0,365,326,1674,38,6,5,0,2,62000.0,208,26,130,75,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,10,21,14,32,50
0,0,2,40.0,0,1,0,0,0,8,1,3,1,1,3,9,0,45.0,1.0,19.0,2.939977736,101.7336849,1.0,430,326,1674,38,6,5,0,2,62050.0,208,26,130,75,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,10,21,14,51,37
3,0,3,42.0,2,2,0,1,3,7,0,8,0,0,4,8,1,48.0,0.0,12.0,2.96126395,101.6322195,1.0,676,326,1674,125,6,6,1,0,47120.0,208,15,130,75,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,10,21,15,5,32
4,2,1,53.0,0,1,1,10,0,1,1,12,1,1,4,9,1,14.0,2.0,12.0,2.942903902,101.7007535,2.0,464,326,947,32,6,5,0,2,62519.0,208,26,130,75,40,11,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,10,21,16,53,36
3,0,0,40.0,0,1,0,9,3,2,0,3,0,1,6,8,0,15.0,0.0,17.0,2.970403509,101.6312264,1.0,769,326,940,125,6,6,1,0,47120.0,208,15,130,75,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,10,21,19,35,17
3,0,1,53.0,0,1,0,10,2,7,0,8,0,2,4,7,2,26.0,5.0,16.0,2.940293857,101.6527689,2.0,432,326,1369,13,2,6,1,0,63200.0,208,26,130,75,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,10,21,19,35,17
2,1,0,49.0,0,1,0,0,0,0,1,2,0,1,3,7,0,48.0,0.0,7.0,2.906898887,101.6981818,2.0,33,326,1674,125,6,6,1,0,62150.0,41,26,130,75,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,10,21,19,35,17
3,1,2,52.0,1,1,0,0,2,9,0,3,0,1,6,10,0,55.0,1.0,13.0,2.957185786,101.7204164,2.0,620,326,1674,125,6,6,1,0,62500.0,208,26,34,27,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,10,21,21,13,41
3,1,2,32.0,0,1,0,10,0,0,1,0,0,1,6,8,1,43.0,4.0,18.0,2.90526394,101.6767583,1.0,26,326,1267,44,6,5,0,2,62100.0,208,26,130,75,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,10,21,21,13,41
0,1,1,34.0,1,1,0,1,0,9,1,9,1,1,5,9,2,50.0,3.0,13.0,2.906258654,101.6578782,1.0,30,326,1362,17,2,6,1,0,62200.0,208,26,130,75,40,43,65,7,165,20,8,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,10,21,21,13,41
2,1,2,35.0,0,1,0,10,1,10,0,0,0,1,3,7,0,46.0,5.0,14.0,2.916636583,101.6540031,2.0,143,326,1216,14,2,6,1,0,63000.0,208,26,130,75,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,10,21,21,13,41
3,0,1,49.0,0,1,0,11,2,10,0,11,0,1,4,8,0,46.0,3.0,14.0,2.926865293,101.6613881,1.0,278,277,1298,15,2,6,1,0,63200.0,208,26,130,75,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,10,22,7,31,47
3,0,0,33.0,1,1,0,10,3,1,0,0,0,1,5,7,0,55.0,2.0,21.0,2.970452804,101.6702865,3.0,770,326,1674,34,6,5,0,2,62300.0,208,26,130,75,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,1,0,0,0,0,2015,10,22,9,19,35
3,0,3,55.0,0,1,0,1,1,4,0,0,0,1,4,8,0,58.0,1.0,9.0,2.96568898,101.6499519,3.0,713,326,1674,125,6,6,1,0,47110.0,208,26,90,0,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,10,22,9,19,35
0,0,3,40.0,0,1,0,1,0,6,1,0,0,0,4,7,0,36.0,0.0,14.0,2.956566257,101.6357485,2.0,612,326,1674,125,6,6,1,0,47120.0,208,26,130,75,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,10,22,9,48,38
3,1,1,55.0,0,1,0,1,0,10,1,12,0,1,3,8,2,37.0,5.0,21.0,2.935513585,101.629123,3.0,386,326,1674,108,2,6,1,0,47130.0,67,26,130,75,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,10,22,10,8,57
3,0,2,49.0,0,1,0,1,0,2,0,0,0,1,5,9,0,55.0,3.0,19.0,2.959821806,101.7412559,2.0,657,326,1674,125,6,6,1,0,62500.0,208,5,130,75,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,10,22,10,50,38
3,1,2,46.0,0,1,0,0,0,8,1,11,0,1,3,8,2,21.0,1.0,15.0,2.905601006,101.7392814,1.0,27,326,1066,125,6,6,1,0,63450.0,127,26,130,75,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,10,22,10,50,38
1,0,1,41.0,0,1,0,10,0,10,1,11,0,1,5,10,0,56.0,2.0,16.0,2.957273201,101.6710524,2.0,625,326,739,34,6,5,0,2,62300.0,208,26,130,75,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,10,22,13,14,43
4,0,0,40.0,0,1,0,1,1,6,0,0,0,1,3,7,1,36.0,3.0,17.0,2.966717465,101.6636236,3.0,726,326,1362,12,2,6,1,0,62300.0,208,26,130,75,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,10,22,13,17,51
3,1,0,41.0,0,1,0,9,0,3,1,0,0,1,3,10,0,29.0,5.0,15.0,2.93177387,101.6399451,1.0,340,312,1590,9,2,6,1,0,63000.0,208,26,130,75,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,10,22,13,17,51
4,1,1,55.0,0,1,1,9,0,2,1,5,0,1,4,8,2,37.0,3.0,10.0,2.949095496,101.6319816,3.0,534,326,695,11,2,6,1,0,47130.0,208,26,130,75,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,10,22,14,38,23
3,0,1,34.0,0,1,1,9,0,8,2,8,0,1,4,7,0,20.0,2.0,15.0,2.937062467,101.7095382,3.0,401,316,242,32,6,5,0,2,62000.0,208,26,130,75,40,43,65,7,165,20,37,90,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,10,22,15,10,4
3,0,0,40.0,0,1,0,1,0,3,0,0,0,1,6,10,0,30.0,0.0,7.0,2.960587491,101.6462615,2.0,666,326,1674,125,2,6,1,0,47120.0,208,26,130,75,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,10,22,15,42,25
2,1,0,44.0,0,1,2,10,0,9,1,5,1,1,5,7,1,25.0,2.0,14.0,2.955890826,101.7137964,1.0,605,326,1625,35,6,5,0,2,62500.0,208,26,130,75,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,10,22,18,42,40
0,1,2,50.0,2,0,0,1,0,0,1,0,0,1,3,10,0,19.0,0.0,13.0,2.942284986,101.6978443,2.0,452,326,947,32,6,5,0,2,62519.0,208,26,130,75,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,10,22,19,48,7
1,1,1,54.0,0,1,0,1,0,0,2,0,0,1,3,7,0,23.0,4.0,16.0,2.909529395,101.6997223,1.0,61,326,1674,125,6,6,1,0,62150.0,208,26,130,75,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,10,22,20,23,30
0,1,2,40.0,0,1,0,0,0,0,1,2,0,1,5,8,0,46.0,4.0,9.0,2.929831259,101.7314182,3.0,311,326,1674,125,6,6,1,0,63450.0,208,26,70,75,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,10,22,20,49,14
4,1,1,32.0,0,1,0,9,3,3,2,3,1,1,3,9,0,50.0,3.0,9.0,2.925045336,101.6968892,3.0,254,326,1344,125,6,5,0,2,62150.0,208,26,130,75,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,10,22,22,10,13
4,0,2,32.0,0,1,0,1,0,9,1,3,1,1,3,9,0,59.0,4.0,7.0,2.932982259,101.7324483,1.0,356,326,1674,38,6,5,0,2,62050.0,208,26,130,75,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,10,22,22,52,1
2,1,0,47.0,0,1,0,9,0,1,1,0,1,1,6,7,0,15.0,2.0,17.0,2.920905791,101.6378199,1.0,197,141,1554,125,2,6,1,0,63000.0,98,26,130,75,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,10,22,23,18,33
0,0,0,30.0,2,2,0,8,0,8,1,4,1,1,6,10,0,22.0,5.0,20.0,2.955510695,101.6774643,2.0,601,326,1674,34,6,5,0,2,61250.0,208,26,130,75,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,10,23,1,9,8
0,1,0,40.0,0,1,0,11,0,2,1,0,0,2,3,8,2,50.0,5.0,14.0,2.944350333,101.6316005,3.0,478,326,1643,11,2,6,1,0,63200.0,208,26,130,75,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,10,23,1,31,55
2,0,0,39.0,0,1,0,10,0,4,1,0,0,2,3,10,0,60.0,0.0,8.0,2.969741447,101.7326093,1.0,759,315,1367,125,6,6,1,0,62502.0,208,26,130,27,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,10,23,1,52,36
3,1,0,40.0,0,1,0,0,0,1,2,5,0,1,5,7,0,22.0,3.0,14.0,2.946782315,101.6304899,3.0,513,326,695,11,2,6,1,0,47130.0,208,26,130,75,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,10,23,2,48,52
2,1,1,40.0,0,1,0,11,1,10,1,0,0,1,5,8,0,52.0,1.0,18.0,2.92958325,101.7446153,3.0,307,326,1674,125,6,6,1,0,63450.0,208,16,130,75,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,10,23,4,35,37
4,0,0,52.0,2,0,0,8,0,10,1,0,0,1,5,7,2,15.0,0.0,19.0,2.950801571,101.6475723,3.0,554,326,1674,125,6,6,1,0,47120.0,208,26,130,75,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,10,23,7,7,53
3,1,0,33.0,0,1,0,8,0,8,0,3,1,1,3,7,0,29.0,3.0,14.0,2.935362189,101.7431844,3.0,383,326,1674,125,6,6,1,0,63450.0,208,16,130,75,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,10,23,7,31,0
0,1,2,40.0,0,1,0,8,1,10,1,0,0,1,5,9,2,44.0,2.0,15.0,2.940545969,101.6313899,1.0,434,326,1674,108,2,6,1,0,63200.0,208,26,130,75,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,10,23,10,27,2
4,1,0,53.0,2,0,0,4,0,8,1,10,0,1,3,9,0,58.0,4.0,13.0,2.94649583,101.6606522,3.0,509,326,1362,12,2,6,1,0,62300.0,208,26,130,75,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,10,23,11,14,22
3,0,1,53.0,2,2,0,9,1,6,2,0,0,1,4,7,0,23.0,3.0,7.0,2.91005925,101.6762791,2.0,71,326,1267,44,6,5,0,2,62100.0,208,26,130,75,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,10,23,11,17,3
2,1,3,40.0,0,1,1,3,1,10,1,0,2,1,3,9,0,58.0,0.0,21.0,2.942211723,101.6304912,1.0,448,326,1380,11,2,6,1,0,47130.0,208,26,130,75,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,10,23,11,54,36
3,1,1,40.0,0,1,0,10,1,10,1,5,0,1,4,10,0,53.0,1.0,8.0,2.942248354,101.6891296,3.0,450,326,1345,32,6,5,0,2,62514.0,208,26,130,75,40,43,65,7,165,20,37,97,15,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,10,23,11,59,37
3,2,0,52.0,0,1,0,1,3,0,0,0,0,1,6,10,0,48.0,1.0,13.0,2.958675928,101.6787285,3.0,641,326,739,34,6,5,0,2,62300.0,208,26,130,75,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,10,23,12,0,6
2,1,0,44.0,0,1,0,10,0,0,1,5,0,2,4,10,0,19.0,5.0,14.0,2.941856911,101.7165176,2.0,444,326,1674,38,6,5,0,2,62000.0,208,26,130,75,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,10,23,12,0,6
3,1,0,40.0,1,1,2,0,0,0,1,0,0,1,3,8,0,40.0,1.0,12.0,2.965896954,101.6735648,1.0,717,326,1542,34,6,5,0,2,62300.0,208,26,130,75,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,10,23,12,0,6
4,1,2,44.0,0,1,0,9,3,0,1,9,1,2,4,8,2,34.0,2.0,18.0,2.945227113,101.7108932,2.0,490,326,897,32,6,5,0,2,62000.0,208,26,130,75,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,10,23,12,1,53
3,0,2,52.0,0,1,0,1,0,9,2,1,1,2,5,8,1,23.0,4.0,16.0,2.906171995,101.7234891,2.0,29,326,497,125,6,6,1,0,63450.0,161,26,130,75,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,10,23,12,23,32
3,0,0,39.0,0,1,0,9,0,0,1,0,0,1,6,8,0,13.0,3.0,14.0,2.929545039,101.7080012,1.0,306,326,1354,40,6,5,0,2,62150.0,208,26,130,75,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,10,23,12,57,44
3,0,2,31.0,0,1,0,10,0,8,1,10,0,2,3,7,0,29.0,4.0,14.0,2.936136301,101.7118102,1.0,394,326,242,32,6,5,0,2,62000.0,208,26,130,75,40,43,65,7,103,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,10,23,15,17,25
4,1,2,31.0,0,1,0,10,1,4,2,5,0,1,6,9,0,54.0,4.0,14.0,2.953809283,101.6512013,1.0,586,326,1369,125,2,6,1,0,62300.0,208,26,130,75,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,10,23,16,6,1
4,0,0,40.0,0,1,0,4,0,4,0,10,2,1,4,9,0,36.0,2.0,14.0,2.949461681,101.729489,2.0,540,326,457,49,6,5,0,2,62050.0,208,26,130,75,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,10,23,16,6,1
3,0,2,28.0,2,0,0,10,0,1,2,0,0,0,4,9,1,16.0,5.0,21.0,2.919622323,101.7184368,1.0,182,326,1394,125,6,6,1,0,63450.0,208,8,130,75,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,10,23,16,11,32
3,0,1,41.0,0,1,0,3,2,1,0,1,0,1,4,7,2,11.0,1.0,9.0,2.94747878,101.7418065,2.0,520,326,1674,125,6,6,1,0,62050.0,208,26,130,75,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,10,23,16,33,34
3,0,1,41.0,2,2,0,10,0,8,1,2,0,1,6,10,0,28.0,3.0,14.0,2.921348541,101.646776,2.0,202,326,1562,10,2,6,1,0,63000.0,208,26,130,75,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,10,23,17,31,48
3,2,0,49.0,0,1,0,1,3,9,1,11,0,1,5,9,0,41.0,0.0,20.0,2.924976939,101.6590791,1.0,253,326,1620,16,2,6,1,0,62100.0,208,26,130,75,40,43,65,7,54,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,10,23,17,31,48
0,0,2,30.0,0,1,2,10,0,3,1,10,0,1,6,7,0,25.0,5.0,15.0,2.956082645,101.7154615,2.0,606,326,1625,35,6,5,0,2,62000.0,208,26,130,75,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,10,23,19,47,39
0,1,1,48.0,0,1,2,1,3,10,1,0,2,1,3,9,0,19.0,4.0,13.0,2.949987021,101.6541451,1.0,547,326,1213,12,2,6,1,0,63200.0,208,26,130,75,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,10,23,19,55,14
0,2,1,34.0,1,1,0,9,0,10,1,2,0,1,5,7,0,15.0,0.0,11.0,2.963425135,101.741978,2.0,699,326,533,70,0,6,1,0,62500.0,208,26,130,75,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,10,23,20,8,58
1,1,2,40.0,0,1,0,2,0,8,2,5,0,2,6,9,0,36.0,4.0,12.0,2.940328973,101.7055251,2.0,433,326,1618,32,6,5,0,2,62519.0,208,26,130,75,40,43,34,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,10,23,20,39,42
1,0,2,39.0,1,4,0,1,0,0,1,0,0,1,3,9,0,11.0,1.0,20.0,2.938166689,101.6621167,2.0,410,106,1214,13,2,6,1,0,61250.0,208,26,130,75,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,10,23,21,18,54
3,0,1,40.0,2,2,0,8,0,1,0,0,0,2,4,7,0,54.0,3.0,18.0,2.923160209,101.6656603,2.0,229,326,1620,16,2,6,1,0,62100.0,208,26,130,75,40,8,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,10,23,21,51,0
2,0,0,40.0,2,4,0,8,0,7,1,10,2,1,4,10,0,53.0,1.0,18.0,2.916494544,101.7354934,3.0,141,326,493,125,6,6,1,0,63450.0,50,26,130,75,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,10,23,22,31,34
0,2,2,42.0,1,1,0,1,0,1,1,3,0,1,5,9,2,19.0,1.0,17.0,2.963186713,101.6832483,3.0,694,326,739,34,6,5,0,2,62300.0,208,26,130,75,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,10,23,22,58,27
4,2,0,40.0,0,1,0,9,0,1,1,0,0,1,3,7,0,43.0,5.0,14.0,2.928833077,101.7399022,1.0,293,326,1167,125,6,6,1,0,63450.0,50,17,130,75,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,10,23,23,38,1
0,1,0,36.0,0,1,0,9,0,9,1,10,1,1,3,9,2,58.0,3.0,19.0,2.918699478,101.6941536,1.0,171,326,754,41,6,5,0,2,62150.0,208,26,130,75,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,10,24,0,18,48
3,2,2,28.0,2,0,0,9,0,8,1,5,0,1,3,9,0,17.0,3.0,21.0,2.906957309,101.6511576,3.0,34,326,1395,10,2,6,1,0,63000.0,208,26,130,75,40,43,16,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,10,24,0,38,1
4,1,0,53.0,0,1,0,8,0,10,1,0,0,1,3,7,2,26.0,2.0,8.0,2.945394523,101.7070453,3.0,493,326,897,32,6,5,0,2,62000.0,208,26,130,75,40,43,36,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,10,24,1,31,38
3,1,2,42.0,1,1,0,9,0,11,2,0,0,1,4,7,2,22.0,5.0,8.0,2.943783594,101.731658,2.0,474,326,1674,38,6,5,0,2,62050.0,208,26,130,75,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,10,24,6,44,22
0,0,3,39.0,0,1,0,8,0,9,1,0,0,1,6,9,0,28.0,4.0,15.0,2.972629888,101.7191107,2.0,793,326,1367,125,6,6,1,0,62502.0,208,26,130,27,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,10,24,6,56,49
4,1,0,40.0,0,1,0,9,0,10,0,3,2,1,4,10,1,51.0,4.0,14.0,2.935676597,101.7274257,1.0,390,326,1674,38,6,5,0,2,62050.0,208,26,130,75,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,10,24,8,51,44
2,0,2,41.0,0,1,0,3,0,9,1,5,0,2,6,9,0,48.0,0.0,11.0,2.911565983,101.7095475,3.0,86,326,1674,125,6,6,1,0,62150.0,208,8,130,75,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,10,24,9,7,33
3,0,3,50.0,0,1,2,8,0,2,0,3,0,0,3,7,0,36.0,0.0,13.0,2.93940093,101.6495988,2.0,422,326,1539,125,2,6,1,0,63200.0,208,26,130,75,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,10,24,9,22,5
3,0,3,48.0,0,1,0,9,0,8,0,10,0,1,6,9,0,57.0,3.0,10.0,2.971197986,101.6686288,3.0,781,326,1369,125,6,6,1,0,62300.0,208,26,130,75,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,1,0,0,0,0,2015,10,24,9,23,10
4,0,2,42.0,1,1,0,8,0,3,0,9,0,1,6,8,1,19.0,3.0,20.0,2.946191658,101.7327251,2.0,506,326,1674,38,6,5,0,2,62050.0,208,26,130,75,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,10,24,9,23,10
3,1,3,51.0,1,1,1,10,0,1,2,0,0,2,6,10,0,45.0,0.0,11.0,2.938586136,101.6421316,2.0,416,326,1606,9,2,6,1,0,63200.0,208,26,130,75,11,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,10,24,9,24,29
0,0,2,54.0,1,1,0,8,3,9,1,3,1,1,6,9,0,11.0,5.0,7.0,2.96041273,101.6703822,2.0,665,326,1674,34,6,5,0,2,62300.0,208,26,130,75,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,10,24,10,30,48
3,1,2,50.0,2,2,2,0,0,0,2,1,0,1,4,10,0,21.0,5.0,13.0,2.971906764,101.7333458,1.0,789,315,1367,125,6,6,1,0,62502.0,208,26,130,27,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,10,24,10,30,48
4,0,0,44.0,0,1,0,1,0,9,0,0,0,1,5,8,0,39.0,5.0,19.0,2.962840565,101.6707429,2.0,692,326,1674,34,6,5,0,2,62300.0,208,26,130,75,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,10,24,10,47,32
3,2,0,40.0,0,1,0,1,0,1,2,0,0,1,4,9,0,36.0,0.0,12.0,2.95610342,101.7455091,1.0,607,326,1458,125,6,6,1,0,43650.0,208,5,130,75,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,10,24,10,59,9
3,0,1,45.0,2,4,2,8,0,0,1,9,0,2,4,7,1,36.0,0.0,19.0,2.939959365,101.6843272,2.0,429,98,770,47,6,5,0,2,62250.0,208,26,130,75,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,10,24,11,12,18
